ApplStandard,Brand,Cap,CEC_,Conn_Type,Country,delayStartMode,Depth,Height,Load_Type,Model No,Family Name,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Prog Time,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Tot Wat Cons,Type,Water_Softener,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Water Consumption (litres),Star Rating (old),Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Smeg,15,240,Single,Italy,True,600.0,820.0,IEC,DWAFIP364*,DWAUP364*,AS/NZS 2007.1:2005,4.08014988812004,4.0,0.0,0.796,Normal Eco,139.0,"Australia,New Zealand",0.192,111835,Approved,11.7,Built-in,True,600.0,2023-01-24,,Single product class,Available,,http://www.smeg.com.au,11.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Smeg,15,240,Single,Italy,True,600.0,820.0,IEC,DWAUP364*,DWAUP364*,AS/NZS 2007.1:2005,4.08014988812004,4.0,0.0,0.796,Normal Eco,139.0,"Australia,New Zealand",0.192,111835,Approved,11.7,Built-in,True,600.0,2023-01-24,,Single product class,Available,,http://www.smeg.com.au,11.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Euromaid,14,312,Single,Turkey,True,,,IEC,EDWB14S,,AS/NZS 2007.1:2005,3.15113274916632,3.0,0.00012,1.07,ECO 45C,151.0,"Australia,New Zealand",0.1,111930,Approved,11.2,Freestanding,False,,2023-01-09,,Single product class,Available,http://www.hapl.com.au,,11.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Baumatic,14,312,Single,Turkey,True,,,IEC,BDW14BS,,AS/NZS 2007.1:2005,3.15113274916632,3.0,0.00012,1.07,ECO 45C,151.0,"Australia,New Zealand",0.1,111937,Approved,11.2,Freestanding,False,,2023-01-12,,Single product class,Available,http://www.hapl.com.au,,11.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Euromaid,14,324,Single,Turkey,True,,,IEC,EDWB14G,,AS/NZS 2007.1:2005,3.04532120107694,3.0,0.057,0.459,ECO 45C,136.0,"Australia,New Zealand",0.349,111938,Approved,9.95,Freestanding,False,,2023-01-09,,Single product class,Available,http://www.hapl.com.au,,11.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Home Appliances,14,324,Single,Turkey,True,,,IEC,FIDWB14,,AS/NZS 2007.1:2005,3.04532120107694,3.0,0.057,0.459,ECO 45C,136.0,"Australia,New Zealand",0.349,111939,Approved,9.95,Built-in,False,,2023-01-12,,Single product class,Available,http://www.hapl.com.au,,11.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,ARISTON,14,325,Single,Poland,True,600.0,850.0,IEC,LIE2C19,,AS/NZS 2007.1:2005,3.03668121503425,3.0,0.0,2.49,Eco 50°C,157.31,"Australia,New Zealand",0.28,112007,Approved,12.0,Built-in,True,600.0,2023-01-11,,Single product class,Available,http://www.whirlpool.com.au/,,11.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,ARISTON,14,325,Single,Poland,True,600.0,850.0,IEC,LFC22C19*,LFC22C19*,AS/NZS 2007.1:2005,3.03668121503425,3.0,0.0,2.49,Eco 50°C,157.31,"Australia,New Zealand",0.28,112010,Approved,12.0,Freestanding,True,600.0,2023-01-16,,Single product class,Available,http://www.whirlpool.com.au/,,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,ARISTON,14,325,Single,Poland,True,600.0,850.0,IEC,LFC2C19,LFC22C19*,AS/NZS 2007.1:2005,3.03668121503425,3.0,0.0,2.49,Eco 50°C,157.31,"Australia,New Zealand",0.28,112010,Approved,12.0,Freestanding,True,600.0,2023-01-16,,Single product class,Available,http://www.whirlpool.com.au/,,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,ARISTON,14,325,Single,Poland,True,600.0,850.0,IEC,LFC2C19X,LFC22C19*,AS/NZS 2007.1:2005,3.03668121503425,3.0,0.0,2.49,Eco 50°C,157.31,"Australia,New Zealand",0.28,112010,Approved,12.0,Freestanding,True,600.0,2023-01-16,,Single product class,Available,http://www.whirlpool.com.au/,,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,ARISTON,14,263,Single,Poland,True,600.0,850.0,IEC,LFO3C22,LFO3C22*,AS/NZS 2007.1:2005,3.63013795694751,3.5,0.0,4.16,Eco 50 C,187.63,"Australia,New Zealand",0.41,112041,Approved,19.4,Freestanding,True,600.0,2023-01-16,,Single product class,Available,http://www.whirlpool.com.au/,,9.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,ARISTON,14,263,Single,Poland,True,600.0,850.0,IEC,LFO3C22*,LFO3C22*,AS/NZS 2007.1:2005,3.63013795694751,3.5,0.0,4.16,Eco 50 C,187.63,"Australia,New Zealand",0.41,112041,Approved,19.4,Freestanding,True,600.0,2023-01-16,,Single product class,Available,http://www.whirlpool.com.au/,,9.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,ARISTON,14,263,Single,Poland,True,600.0,850.0,IEC,LFO3C22X,LFO3C22*,AS/NZS 2007.1:2005,3.63013795694751,3.5,0.0,4.16,Eco 50 C,187.63,"Australia,New Zealand",0.41,112041,Approved,19.4,Freestanding,True,600.0,2023-01-16,,Single product class,Available,http://www.whirlpool.com.au/,,9.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
AS/NZS 2007.2:2005,Midea,14,287,Single,China,False,,,IEC,JHDW141FS,,AS/NZS 2007.1:2005,3.38529826448832,3.0,0.00028,0.48,ECO,175.0,New Zealand,0.49,112062,Approved,12.3,Freestanding,False,,2118-01-19,,Single product class,Available,,,25.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
AS/NZS 2007.2:2005,Midea,12,256,Single,China,False,,,IEC,JHDW121FS,,AS/NZS 2007.1:2005,3.27358335649062,3.0,0.00026,0.46,Normal,175.0,New Zealand,0.46,112064,Approved,10.2,Freestanding,False,,2118-01-19,,Single product class,Available,,,22.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BELLINI,12,274,Single,China,True,600.0,850.0,IEC,BDW127***,BDW127***,AS/NZS 2007.1:2005,3.08307190323816,3.0,0.688,0.3,normal,112.0,"Australia,Fiji,New Zealand",0.0,112437,Approved,11.5,Freestanding,False,600.0,2023-03-11,,Single product class,Available,,,11.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BELLINI,12,274,Single,China,True,600.0,850.0,IEC,BDW127S,BDW127***,AS/NZS 2007.1:2005,3.08307190323816,3.0,0.688,0.3,normal,112.0,"Australia,Fiji,New Zealand",0.0,112437,Approved,11.5,Freestanding,False,600.0,2023-03-11,,Single product class,Available,,,11.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BELLINI,12,274,Single,China,True,600.0,850.0,IEC,BDW127S-F,BDW127***,AS/NZS 2007.1:2005,3.08307190323816,3.0,0.688,0.3,normal,112.0,"Australia,Fiji,New Zealand",0.0,112437,Approved,11.5,Freestanding,False,600.0,2023-03-11,,Single product class,Available,,,11.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BELLINI,12,274,Single,China,True,600.0,850.0,IEC,BDW127W,BDW127***,AS/NZS 2007.1:2005,3.08307190323816,3.0,0.688,0.3,normal,112.0,"Australia,Fiji,New Zealand",0.0,112437,Approved,11.5,Freestanding,False,600.0,2023-03-11,,Single product class,Available,,,11.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BELLINI,12,274,Single,China,True,600.0,850.0,IEC,BDW127W-F,BDW127***,AS/NZS 2007.1:2005,3.08307190323816,3.0,0.688,0.3,normal,112.0,"Australia,Fiji,New Zealand",0.0,112437,Approved,11.5,Freestanding,False,600.0,2023-03-11,,Single product class,Available,,,11.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BELLINI,12,274,Single,China,True,600.0,850.0,IEC,BDW127X,BDW127***,AS/NZS 2007.1:2005,3.08307190323816,3.0,0.688,0.3,normal,112.0,"Australia,Fiji,New Zealand",0.0,112437,Approved,11.5,Freestanding,False,600.0,2023-03-11,,Single product class,Available,,,11.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,BELLINI,12,274,Single,China,True,600.0,850.0,IEC,BDW127X-F,BDW127***,AS/NZS 2007.1:2005,3.08307190323816,3.0,0.688,0.3,normal,112.0,"Australia,Fiji,New Zealand",0.0,112437,Approved,11.5,Freestanding,False,600.0,2023-03-11,,Single product class,Available,,,11.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Daewoo,12,256,Single,China,False,,,IEC,DDW-M1214,,AS/NZS 2007.1:2005,3.27358335649062,3.0,0.00026,0.46,normal,170.0,"Australia,Fiji,New Zealand",0.46,112458,Approved,10.2,Freestanding,False,,2023-02-28,,Single product class,Available,http://www.dongbudaewooelec.com/english/,,10.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,STIRLING,14,287,Single,China,False,,,AS/NZS,STR-DW14-SS,,AS/NZS 2007.1:2005,3.38529826448832,3.0,0.00028,0.48,ECO,174.2,Australia,0.49,112530,Approved,12.3,Freestanding,False,,2023-02-22,,Single product class,Available,,,25.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Hafele,13,299,Single,Turkey,False,598.0,850.0,IEC,533.23.***,533.23.***,AS/NZS 2007.1:2005,3.06268146243857,3.0,0.0,0.49,Eco 50 degrees,142.59,,0.06,112555,Approved,12.3,Freestanding,False,598.0,2023-02-21,,Single product class,Available,,http://www.hafele.com.au,12.3,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Hafele,13,299,Single,Turkey,False,598.0,850.0,IEC,533.23.290,533.23.***,AS/NZS 2007.1:2005,3.06268146243857,3.0,0.0,0.49,Eco 50 degrees,142.59,,0.06,112555,Approved,12.3,Freestanding,False,598.0,2023-02-21,,Single product class,Available,,http://www.hafele.com.au,12.3,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Hafele,13,299,Single,Turkey,False,598.0,850.0,IEC,533.23.300,533.23.***,AS/NZS 2007.1:2005,3.06268146243857,3.0,0.0,0.49,Eco 50 degrees,142.59,,0.06,112555,Approved,12.3,Freestanding,False,598.0,2023-02-21,,Single product class,Available,,http://www.hafele.com.au,12.3,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Omega,14,329,Dual,China,False,,,IEC,ODW717WB,Omega Dishwashers,AS/NZS 2007.1:2005,3.00238509010731,3.0,0.87,0.26,Normal,145.8,"Australia,New Zealand",0.24,112663,Approved,13.6,Freestanding,False,,2023-06-04,,Single product class,Available,,http://www.omegaappliances.com.au/,13.9,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Omega,14,329,Dual,China,False,,,IEC,ODW717XB,Omega Dishwashers,AS/NZS 2007.1:2005,3.00238509010731,3.0,0.87,0.26,Normal,145.8,"Australia,New Zealand",0.24,112663,Approved,13.6,Freestanding,False,,2023-06-04,,Single product class,Available,,http://www.omegaappliances.com.au/,13.9,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Omega,14,329,Dual,China,False,,,IEC,Omega Dishwashers,Omega Dishwashers,AS/NZS 2007.1:2005,3.00238509010731,3.0,0.87,0.26,Normal,145.8,"Australia,New Zealand",0.24,112663,Approved,13.6,Freestanding,False,,2023-06-04,,Single product class,Available,,http://www.omegaappliances.com.au/,13.9,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
AS/NZS 2007.2:2005,BAUMATIC,12,256,Single,China,False,,,IEC,BDW66SS1,,AS/NZS 2007.1:2005,3.27358335649062,3.0,0.00026,0.46,Normal,170.0,New Zealand,0.46,113000,Approved,10.2,Freestanding,False,,2118-06-11,,Single product class,Available,http://www.applico.co.nz/,http://www.applico.co.nz,10.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
AS/NZS 2007.2:2005,BAUMATIC,10,189,Single,China,True,600.0,845.0,IEC,BDW453SS1,,AS/NZS 2007.1:2005,3.61313306325884,3.5,0.000432,0.480291,ECO,209.0,New Zealand,0.478834,113001,Approved,11.0,Freestanding,False,450.0,2118-06-11,,Single product class,Available,http://www.applico.co.nz/,http://www.applico.co.nz,11.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
AS/NZS 2007.2:2005,CLASSIQUE,10,189,Single,China,True,600.0,845.0,IEC,CLDW45SS1,,AS/NZS 2007.1:2005,3.61313306325884,3.5,0.000432,0.480291,ECO,179.0,New Zealand,0.478834,113002,Approved,11.0,Freestanding,False,450.0,2118-04-20,,Single product class,Available,http://www.applico.co.nz/,http://www.applico.co.nz/,11.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,Omega,14,320,Single,China,False,,,IEC,OFI604A,,AS/NZS 2007.1:2005,3.08014988812004,3.0,0.0,0.26,Normal,145.8,"Australia,New Zealand",0.24,113060,Approved,13.6,Built-in,False,,2023-09-16,,Single product class,Available,,http://www.omegaappliances.com.au/,13.6,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Omega,14,259,Single,China,True,600.0,845.0,IEC,ODW700X,,AS/NZS 2007.1:2005,3.67310697043913,3.5,0.00032,0.47,Normal,168.5,"Australia,New Zealand",0.47,113555,Approved,12.0,Freestanding,False,598.0,2023-04-12,,Single product class,Available,,http://www.omegaappliances.com.au,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,IKEA,15,286,Single,Italy,True,550.0,818.0,IEC,HYGIENISK 204.261.77,,AS/NZS 2007.1:2005,3.58851768782738,3.5,0.257,0.101,P1 (Eco),148.0,"Australia,New Zealand",0.101,113557,Approved,13.4,Built-in,False,596.0,2023-04-23,,Single product class,Available,,http://ikea.com.au/,13.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,IKEA,14,277,Single,Italy,True,550.0,818.0,IEC,RENODLAD 404.261.76,,AS/NZS 2007.1:2005,3.48472972210811,3.0,0.000159,0.102,P4 ECO,138.0,"Australia,New Zealand",0.101,113558,Approved,11.0,Built-in,False,596.0,2023-04-24,,Single product class,Available,,http://ikea.com.au/,11.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,GASLAND,6,158,Single,China,False,,,IEC,DW3607,DW3607,AS/NZS 2007.1:2005,2.68322854551876,2.5,1e-06,0.53,Normal,130.0,"Australia,Fiji,New Zealand",0.52,113564,Approved,7.4,Freestanding,False,,2023-04-19,,Single product class,Available,,https://www.ebay.com.au/itm/GASLAND-chef-Ceramic-Glass-Electric-Cooktop-Touch-Control-Kitchen-30CM-60CM/332585438467?epid=569300534&hash=item4d6fa30d03:m:msr3x7N3Rhce984dC8sq8IQ,7.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,GASLAND,6,158,Single,China,False,,,IEC,DW3607S,DW3607,AS/NZS 2007.1:2005,2.68322854551876,2.5,1e-06,0.53,Normal,130.0,"Australia,Fiji,New Zealand",0.52,113564,Approved,7.4,Freestanding,False,,2023-04-19,,Single product class,Available,,https://www.ebay.com.au/itm/GASLAND-chef-Ceramic-Glass-Electric-Cooktop-Touch-Control-Kitchen-30CM-60CM/332585438467?epid=569300534&hash=item4d6fa30d03:m:msr3x7N3Rhce984dC8sq8IQ,7.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,STIRLING,12,256,Single,China,False,,,IEC,STR-DW12-W,,AS/NZS 2007.1:2005,3.27358335649062,3.0,0.00026,0.46,Normal,171.13,Australia,0.46,113736,Approved,10.2,Freestanding,False,,2023-04-19,,Single product class,Available,,,10.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,230,Single,South Korea,True,600.0,850.0,IEC,LD-1481*4,LD-1481*4,AS/NZS 2007.1:2005,4.00603967231331,4.0,3.3e-05,0.639934,Eco and Soft Spray,309.0,"Australia,New Zealand",0.502951,113825,Approved,10.57,Freestanding,True,600.0,2023-07-18,,Single product class,Available,,,11.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,230,Single,South Korea,True,600.0,850.0,IEC,LD-1481S4,LD-1481*4,AS/NZS 2007.1:2005,4.00603967231331,4.0,3.3e-05,0.639934,Eco and Soft Spray,309.0,"Australia,New Zealand",0.502951,113825,Approved,10.57,Freestanding,True,600.0,2023-07-18,,Single product class,Available,,,11.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2012,LG,14,230,Single,South Korea,True,600.0,850.0,IEC,LD-1481W4,LD-1481*4,AS/NZS 2007.1:2005,4.00603967231331,4.0,3.3e-05,0.639934,Eco and Soft Spray,309.0,"Australia,New Zealand",0.502951,113825,Approved,10.57,Freestanding,True,600.0,2023-07-18,,Single product class,Available,,,11.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,14,220,Single,Germany,True,,,IEC,"GV640WT-4,0-14BK-071014","GV640WT-4,0-14BK-071014",AS/NZS 2007.1:2005,4.13066789003995,4.0,0.0,0.097,ECO 45 degree,177.0,"Australia,Fiji,New Zealand",0.067,113867,Approved,11.0,Built-in,False,,2023-04-24,,Single product class,Available,,http://www.bosch-home.com.au/,11.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,14,220,Single,Germany,True,,,IEC,SMS66JI01A,"GV640WT-4,0-14BK-071014",AS/NZS 2007.1:2005,4.13066789003995,4.0,0.0,0.097,ECO 45 degree,177.0,"Australia,Fiji,New Zealand",0.067,113867,Approved,11.0,Built-in,False,,2023-04-24,,Single product class,Available,,http://www.bosch-home.com.au/,11.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,14,220,Single,Germany,True,,,IEC,SMU66JS01A,"GV640WT-4,0-14BK-071014",AS/NZS 2007.1:2005,4.13066789003995,4.0,0.0,0.097,ECO 45 degree,177.0,"Australia,Fiji,New Zealand",0.067,113867,Approved,11.0,Built-in,False,,2023-04-24,,Single product class,Available,,http://www.bosch-home.com.au/,11.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,TECO,6,164,Single,China,True,500.0,438.0,IEC,TDW06*BM,TDW06*BM,AS/NZS 2007.1:2005,2.5787317328589,2.5,1e-06,0.53,Normal,135.0,"Australia,Fiji,New Zealand",0.52,113871,Approved,7.4,Freestanding,False,550.0,2023-05-03,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/,7.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,TECO,6,164,Single,China,True,500.0,438.0,IEC,TDW06SBM,TDW06*BM,AS/NZS 2007.1:2005,2.5787317328589,2.5,1e-06,0.53,Normal,135.0,"Australia,Fiji,New Zealand",0.52,113871,Approved,7.4,Freestanding,False,550.0,2023-05-03,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/,7.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,TECO,6,164,Single,China,True,500.0,438.0,IEC,TDW06WBM,TDW06*BM,AS/NZS 2007.1:2005,2.5787317328589,2.5,1e-06,0.53,Normal,135.0,"Australia,Fiji,New Zealand",0.52,113871,Approved,7.4,Freestanding,False,550.0,2023-05-03,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/,7.4,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
