ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Product Website,Representative Brand URL,Variable Output Compressor,Star Image Large,Star Image Small,Registration Number,Is variable speed,Type variable output,Var output compressor,Variable output rated as fixed sp,No HSPF,Rated Total Cool Capacity W,Rated cooling power input W,Have T1 half cap results,T1_half_cap_power_rated,T1_half_cap_cooling_cap_rated,Have T1 min cap results,T1_min_cap_power_rated,T1_min_cap_cooling_cap_rated,Have low temp cool full cap results,Low temp cooling full cap power rated,Low temp cooling full cap rated,Have low temp cool half cap results,Low temp cooling half cap power rated,Low temp cooling half cap rated,Have low temp cool min cap results,Low temp cooling min cap power rated,Low temp cooling min cap rated,Rated Heating Capacity watts,Rated heating power input watts,H1_half_cap_power_rated,H1_half_cap_heat_cap_rated,Have H1 min cap results,H1_min_cap_power_rated,H1_min_cap_heat_cap_rated,Have H2 extended mode results,H2_ext_cap_power_rated,H2_ext_cap_heat_cap_rated,Have H2 full mode results,H2_full_cap_power_rated,H2_full_cap_heat_cap_rated,Have H2 half capacity results,H2_half_cap_power_rated,H2_half_cap_heat_cap_rated,Have H2 min capacity results,H2_min_cap_power_rated,H2_min_cap_heat_cap_rated,Have H3 extended mode results,H3_ext_cap_power_rated,H3_ext_cap_heat_cap_rated,Have H3 full mode results,H3_full_cap_power_rated,H3_full_cap_heat_cap_rated,Have H3 half capacity results,H3_half_cap_power_rated,H3_half_cap_heat_cap_rated,indoor_sound_level,outdoor_sound_level,Residential TCSPF_cold,Residential TCSPF_mixed,Residential TCSPF_hot,Commercial TCSPF_cold,Commercial TCSPF_mixed,Commercial TCSPF_hot,Residential tcec_cold,Residential tcec_mixed,Residential tcec_hot,Commercial tcec_cold,Commercial tcec_mixed,Commercial tcec_hot,c_star_cold,c_star_mixed,c_star_hot,Residential HSPF_cold,Residential HSPF_mixed,Residential HSPF_hot,Commercial HSPF_cold,Commercial HSPF_mixed,Commercial HSPF_hot,Residential thec_cold,Residential thec_mixed,Residential thec_hot,Commercial thec_cold,Commercial thec_mixed,Commercial thec_hot,h_star_cold,h_star_mixed,h_star_hot,Outdoor unit only,Have_water_tank,Rated cool power input with water,Rated cool cap with water W,Rated cool cap with water kW,Residential tcec_cold with water,Residential tcec_mixed with water,Residential tcec_hot with water,PIA inoperative power,Rated AEER,Rated ACOP
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,RAV-RM1101UTP-E & RAV-GP1101AT-E,,,TOSHIBA,1.7,Non Ducted,Single Split System,Cassette,Air,Air,"Japan,Thailand",2.13,8.3,10.0,840.0,0.0,0.0,0.0,256.0,2.34,11.2,Enthalpy Test Room,4.7543,4.6526,True,0.0,,7.0,7.0,0.0,0.0,,,,4.70226689992873,4.60709649144568,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Fiji,New Zealand",118028,2118-12-17,,Approved,Reverse Cycle,840.0,Class 5,False,,False,,,,,4.7543,Available,,,http://www.ahi-carrier.co.nz/,http://www.toshibaheatpumps.com,True,,,ZAC0594,,Variable output compressor,Inverter,,,,2.13,,,,,,,,,,,,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6433,4.7384
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,RAV-RM1401UTP-E & RAV-GP1401AT-E,,,TOSHIBA,3.4,Non Ducted,Single Split System,Cassette,Air,Air,"Japan,Thailand",3.16,9.1,12.5,840.0,0.0,0.0,0.0,256.0,3.21,14.0,Enthalpy Test Room,3.8903,4.1492,True,0.0,,7.0,7.0,0.0,0.0,,,,3.8620909152115,4.11979625996652,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Fiji,New Zealand",118029,2118-12-17,,Approved,Reverse Cycle,840.0,Class 5,False,,False,,,,,3.8903,Available,,,http://www.ahi-carrier.co.nz/,http://www.toshibaheatpumps.com,True,,,ZAC0595,,Variable output compressor,Inverter,,,,3.16,,,,,,,,,,,,,,,,,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9263,4.3295
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,RAV-RM561UTP-E x 2 & RAV-GP1101AT-E,,,TOSHIBA,1.7,Non Ducted,Double/Triple Split,Cassette,Air,Air,"Japan,Thailand",2.13,8.3,10.0,840.0,0.0,0.0,0.0,256.0,2.34,11.2,Enthalpy Test Room,4.7543,4.6526,True,0.0,,9.0,9.0,0.0,0.0,,,,4.68760092644711,4.59425584022561,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Fiji,New Zealand",118030,2118-12-17,,Approved,Reverse Cycle,840.0,Class 10,False,,False,,,,,4.7543,Available,,,http://www.ahi-carrier.co.nz/,http://www.toshibaheatpumps.com,True,,,ZAC0596,,Variable output compressor,Inverter,,,,2.13,,,,,,,,,,,,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6287,4.7249
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,RAV-RM801UTP-E x 2 & RAV-GP1401AT-E,,,TOSHIBA,3.4,Non Ducted,Double/Triple Split,Cassette,Air,Air,"Japan,Thailand",3.16,9.1,12.5,840.0,0.0,0.0,0.0,256.0,3.21,14.0,Enthalpy Test Room,3.8903,4.1492,True,0.0,,9.0,9.0,0.0,0.0,,,,3.85411767580213,4.11145903808503,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Fiji,New Zealand",118031,2118-12-17,,Approved,Reverse Cycle,840.0,Class 10,False,,False,,,,,3.8903,Available,,,http://www.ahi-carrier.co.nz/,http://www.toshibaheatpumps.com,True,,,ZAC0597,,Variable output compressor,Inverter,,,,3.16,,,,,,,,,,,,,,,,,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.918,4.3204
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,RAV-RM561MUT-E & RAV-GP561ATP-E,,,TOSHIBA,1.2,Non Ducted,Single Split System,Cassette,Air,Air,"Japan,Thailand",1.56,3.8,5.0,575.0,0.0,0.0,0.0,256.0,1.6,5.6,Enthalpy Test Room,3.3667,3.5702,True,50.0,,7.0,7.0,4.921926910299,4.60441176470588,,,,3.31633621398656,3.51779048280481,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Fiji,New Zealand",118032,2118-12-17,,Approved,Reverse Cycle,575.0,Class 4,False,,False,,,,,3.3667,Available,,,http://www.ahi-carrier.co.nz/,http://www.toshibaheatpumps.com,True,,,ZAC0598,,Variable output compressor,Inverter,,,,1.56,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1572,3.449
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,RAV-RM401MUT-E x 2 & RAV-GP801AT-E,,,TOSHIBA,2.1,Non Ducted,Double/Triple Split,Cassette,Air,Air,Japan,1.73,5.0,7.1,575.0,0.0,0.0,0.0,256.0,1.82,8.0,Enthalpy Test Room,4.7154,4.6326,True,0.0,,9.0,9.0,0.0,0.0,,,,4.62778504295963,4.55341997955539,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Fiji,New Zealand",118033,2118-12-17,,Approved,Reverse Cycle,575.0,Class 9,False,,False,,,,,4.7154,Available,,,http://www.ahi-carrier.co.nz/,http://www.toshibaheatpumps.com,True,,,ZAC0599,,Variable output compressor,Inverter,,,,1.73,,,,,,,,,,,,,,,,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0331,4.3233
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,RAV-RM561MUT-E x 2 & RAV-GP1101AT-E,,,TOSHIBA,2.4,Non Ducted,Double/Triple Split,Cassette,Air,Air,Japan,2.39,7.6,10.0,575.0,0.0,0.0,0.0,256.0,2.67,11.2,Enthalpy Test Room,4.3476,4.1311,True,0.0,,9.0,9.0,0.0,0.0,,,,4.29215161406718,4.08546462217896,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Fiji,New Zealand",118034,2118-12-17,,Approved,Reverse Cycle,575.0,Class 10,False,,False,,,,,4.3476,Available,,,http://www.ahi-carrier.co.nz/,http://www.toshibaheatpumps.com,True,,,ZAC0600,,Variable output compressor,Inverter,,,,2.39,,,,,,,,,,,,,,,,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1315,4.1475
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,RAV-RM561CTP-E & RAV-GP561ATP-E,,,TOSHIBA,0.9,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,1.37,4.1,5.0,690.0,0.0,0.0,0.0,235.0,1.39,5.6,Enthalpy Test Room,3.6463,4.2139,True,0.0,,7.0,7.0,0.0,0.0,,,,3.58473862322048,4.14212262180807,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Fiji,New Zealand",118035,2118-12-17,,Approved,Reverse Cycle,952.0,Class 4,False,,False,,,,,3.6463,Available,,,http://www.ahi-carrier.co.nz/,http://www.toshibaheatpumps.com,True,,,ZAC0601,,Variable output compressor,Inverter,,,,1.37,,,,,,,,,,,,,,,,,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5877,3.9613
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,RAV-RM801CTP-E & RAV-GP801AT-E,,,TOSHIBA,1.6,Non Ducted,Single Split System,Under ceiling,Air,Air,"Japan,Thailand",1.6,5.5,7.1,690.0,0.0,0.0,0.0,235.0,1.8,8.0,Enthalpy Test Room,4.7208,4.8144,True,0.0,,7.0,7.0,0.0,0.0,,,,4.64934832380441,4.74920751175858,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Fiji,New Zealand",118036,2118-12-17,,Approved,Reverse Cycle,1269.0,Class 4,False,,False,,,,,4.7208,Available,,,http://www.ahi-carrier.co.nz/,http://www.toshibaheatpumps.com,True,,,ZAC0602,,Variable output compressor,Inverter,,,,1.6,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3728,4.3868
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,RAV-RM1101CTP-E & RAV-GP1101AT-E,,,TOSHIBA,1.7,Non Ducted,Single Split System,Under ceiling,Air,Air,"Japan,Thailand",2.23,8.3,10.0,690.0,0.0,0.0,0.0,235.0,2.38,11.2,Enthalpy Test Room,4.6448,4.6791,True,0.0,,7.0,7.0,0.0,0.0,,,,4.5958908375822,4.63412255248592,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Fiji,New Zealand",118037,2118-12-17,,Approved,Reverse Cycle,1586.0,Class 5,False,,False,,,,,4.6448,Available,,,http://www.ahi-carrier.co.nz/,http://www.toshibaheatpumps.com,True,,,ZAC0603,,Variable output compressor,Inverter,,,,2.23,,,,,,,,,,,,,,,,,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4372,4.6596
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,RAV-RM1401CTP-E & RAV-GP1401AT-E,,,TOSHIBA,3.1,Non Ducted,Single Split System,Under ceiling,Air,Air,"Japan,Thailand",3.58,9.4,12.5,690.0,0.0,0.0,0.0,235.0,3.59,14.0,Enthalpy Test Room,3.5073,3.9531,True,0.0,,7.0,7.0,0.0,0.0,,,,3.48454999917688,3.92765125311167,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Fiji,New Zealand",118038,2118-12-17,,Approved,Reverse Cycle,1586.0,Class 5,False,,False,,,,,3.5073,Available,,,http://www.ahi-carrier.co.nz/,http://www.toshibaheatpumps.com,True,,,ZAC0604,,Variable output compressor,Inverter,,,,3.58,,,,,,,,,,,,,,,,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4687,3.8742
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,RAV-RM401CTP-E x 2 & RAV-GP801AT-E,,,TOSHIBA,1.2,Non Ducted,Double/Triple Split,Under ceiling,Air,Air,"Japan,Thailand",1.6,5.9,7.1,690.0,0.0,0.0,0.0,235.0,1.8,8.0,Enthalpy Test Room,4.7208,4.8144,True,0.0,,9.0,9.0,0.0,0.0,,,,4.62933482762573,4.73090822038052,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Fiji,New Zealand",118094,2118-12-17,,Approved,Reverse Cycle,952.0,Class 9,False,,False,,,,,4.7208,Available,,,http://www.ahi-carrier.co.nz/,http://www.toshibaheatpumps.com,True,,,ZAC0605,,Variable output compressor,Inverter,,,,1.6,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3547,4.3706
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,RAV-RM561CTP-E x 2 & RAV-GP1101AT-E,,,TOSHIBA,1.8,Non Ducted,Double/Triple Split,Under ceiling,Air,Air,"Japan,Thailand",2.23,8.2,10.0,690.0,0.0,0.0,0.0,235.0,2.38,11.2,Enthalpy Test Room,4.6448,4.6791,True,0.0,,9.0,9.0,0.0,0.0,,,,4.58210981094916,4.62142642922567,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Fiji,New Zealand",118095,2118-12-17,,Approved,Reverse Cycle,952.0,Class 10,False,,False,,,,,4.6448,Available,,,http://www.ahi-carrier.co.nz/,http://www.toshibaheatpumps.com,True,,,ZAC0606,,Variable output compressor,Inverter,,,,2.23,,,,,,,,,,,,,,,,,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.424,4.6465
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.2:2012,RAV-RM801BTP-E & RAV-GP801AT-E,,,TOSHIBA,1.8,Ducted,Single Split System,,Air,Air,"Japan,Thailand",1.63,5.3,7.1,750.0,0.0,0.0,0.0,275.0,1.85,8.0,Enthalpy Test Room,4.4347,4.429,True,0.0,,7.0,7.0,0.0,0.0,,,,4.37064430693371,4.37319493142072,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Fiji,New Zealand",118096,2118-12-17,,Approved,Reverse Cycle,1000.0,Class 6,False,,False,,,,,4.4347,Available,,,http://www.ahi-carrier.co.nz/,http://www.toshibaheatpumps.com,True,,,ZAC0607,,Variable output compressor,Inverter,,,,1.63,,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2935,4.2697
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.1:2012,RAV-RM801CTP-E x 2 & RAV-GP1401AT-E,,,TOSHIBA,3.1,Non Ducted,Double/Triple Split,Under ceiling,Air,Air,"Japan,Thailand",3.58,9.4,12.5,690.0,0.0,0.0,0.0,235.0,3.59,14.0,Enthalpy Test Room,3.5073,3.9531,True,0.0,,9.0,9.0,0.0,0.0,,,,3.47809893137464,3.9204332294844,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Fiji,New Zealand",118097,2118-12-17,,Approved,Reverse Cycle,1269.0,Class 10,False,,False,,,,,3.5073,Available,,,http://www.ahi-carrier.co.nz/,http://www.toshibaheatpumps.com,True,,,ZAC0608,,Variable output compressor,Inverter,,,,3.58,,,,,,,,,,,,,,,,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4622,3.867
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.2:2012,RAV-RM561BTP-E & RAV-GP561ATP-E,,,TOSHIBA,0.8,Ducted,Single Split System,,Air,Air,Thailand,1.52,4.2,5.0,750.0,0.0,0.0,0.0,275.0,1.61,5.6,Enthalpy Test Room,3.4473,3.6267,True,0.0,,9.0,9.0,0.0,0.0,,,,3.37881104533396,3.55848108783608,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Fiji,New Zealand",118098,2118-12-15,,Approved,Reverse Cycle,700.0,Class 6,False,,False,,,,,3.4473,Available,,,http://www.ahi-carrier.co.nz/,http://www.toshibaheatpumps.com,True,,,ZAC0591,,Variable output compressor,Inverter,,,,1.52,,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2249,3.4138
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.2:2012,RAV-RM1101BTP-E & RAV-GP1101AT-E,,,TOSHIBA,1.6,Ducted,Single Split System,,Air,Air,"Japan,Thailand",2.4,8.4,10.0,750.0,0.0,0.0,0.0,275.0,2.73,11.2,Enthalpy Test Room,4.3122,4.1011,True,0.0,,7.0,7.0,0.0,0.0,,,,4.26865187436504,4.06583752622828,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Fiji,New Zealand",118099,2118-12-15,,Approved,Reverse Cycle,1400.0,Class 7,False,,False,,,,,4.3122,Available,,,http://www.ahi-carrier.co.nz/,http://www.toshibaheatpumps.com,True,,,ZAC0590,,Variable output compressor,Inverter,,,,2.4,,,,,,,,,,,,,,,,,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.126,4.0673
AS/NZS 3823.2:2013 [Non Multi-Split],NZ MEPS April 2013,AS/NZS 3823.1.2:2012,RAV-RM1401BTP-E & RAV-GP1401AT-E,,,TOSHIBA,3.1,Ducted,Single Split System,,Air,Air,"Japan,Thailand",3.57,9.4,12.5,750.0,0.0,0.0,0.0,275.0,3.63,14.0,Enthalpy Test Room,3.5643,3.9052,True,0.0,,7.0,7.0,0.0,0.0,,,,3.54041454005767,3.87955640043673,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R32,"Fiji,New Zealand",118100,2118-12-15,,Approved,Reverse Cycle,1400.0,Class 7,False,,False,,,,,3.5643,Available,,,http://www.ahi-carrier.co.nz/,http://www.toshibaheatpumps.com,True,,,ZAC0589,,Variable output compressor,Inverter,,,,3.57,,,,,,,,,,,,,,,,,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4783,3.8318
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,FTXM20QA / RXM20QA,,,DAIKIN,0.0,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,0.4,2.0,2.0,223.0,0.0,0.0,0.0,285.0,0.53,2.7,Calorimeter Room,4.973,5.0925,True,0.0,,2.0,2.0,0.0,0.0,,,,4.89198572668531,5.02831805648707,,,5.284,5.5566,5.0,5.5,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",118242,2024-01-10,,Approved,Reverse Cycle,770.0,Class 3,False,,True,,,,BRP070A43,4.973,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_5_5.5.png,AAC3569,,Variable output compressor,Inverter,,,,0.4,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9169,5.0302
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,CS-Z20VKR / CU-Z20VKR,,,Panasonic,0.02,Non Ducted,Single Split System,Wall Hung,Air,Air,Malaysia,0.41,2.03,2.05,,3.10337323177367,2.852,0.919,,0.55,2.7,Calorimeter Room,4.925,4.878,True,0.0,,4.03,4.03,0.0,0.0,,,,4.76280966120225,4.75649142166772,,,5.0256,5.013,5.0,5.0,Calorimeter Room,Single,R32,"Australia,New Zealand",118245,2024-01-23,,Approved,Reverse Cycle,,Class 3,True,True,,True,True,True,,4.925,Available,,,http://papamy.panasonic.com.my/,http://www.panasonic.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_5_5.png,AAC3649,,Variable output compressor,Inverter,,,,0.41,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8392,4.7904
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,FTXM25QA / RXM25QA,,,DAIKIN,0.0,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,0.49,2.5,2.5,223.0,0.0,0.0,0.0,285.0,0.64,3.2,Calorimeter Room,5.0504,4.9501,True,0.0,,1.2,3.0,0.0,0.0,,,,5.0094389428384,4.87299198329084,,,5.5189,5.246,5.5,5.0,Calorimeter Room,Single,R32,"Australia,Fiji,New Zealand",118261,2024-01-07,,Approved,Reverse Cycle,770.0,Class 3,False,,True,,,,BRP070A43,5.0504,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_5.5_5.png,AAC3552,,Variable output compressor,Inverter,,,,0.49,,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0602,4.922
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,CASMI70I/CASMI70O,,,MIDEA,1.26,Non Ducted,Single Split System,Cassette,Air,Air,China,2.1,5.74,7.0,840.0,0.0,0.0,0.0,245.0,2.19,7.5,Calorimeter Room,3.3091,3.4071,True,0.0,,10.0,10.0,0.0,0.0,,,,3.25704716717834,3.3566862247132,,,2.0141,2.2134,2.0,2.0,Calorimeter Room,Single,R410A,"Australia,New Zealand",118320,2023-12-19,,Approved,Reverse Cycle,840.0,Class 4,True,True,,True,True,True,,3.3091,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_2.png,AAC3546,,Variable output compressor,Inverter,,,,2.1,,,,,,,,,,,,,,,,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2805,3.3726
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,CS-Z60VKR / CU-Z60VKR,,,Panasonic,0.84,Non Ducted,Single Split System,Wall Hung,Air,Air,Malaysia,1.58,5.16,6.0,,2.99946380697051,5.594,1.865,,1.78,7.2,Calorimeter Room,3.7821,4.0303,True,0.0,,3.525,3.525,0.0,0.0,,,,3.75280575642349,4.00251140238572,,,3.0056,3.505,3.0,3.5,Calorimeter Room,Single,R32,"Australia,New Zealand",118358,2024-01-21,,Approved,Reverse Cycle,,Class 4,True,True,,True,True,True,,3.7821,Available,,,http://papamy.panasonic.com.my/,http://www.panasonic.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_3_3.5.png,AAC3641,,Variable output compressor,Inverter,,,,1.58,,,,,,,,,,,,,,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.769,4.018
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,CS-Z71VKR / CU-Z71VKR,,,Panasonic,1.39,Non Ducted,Single Split System,Wall Hung,Air,Air,Malaysia,1.97,5.71,7.1,,2.88375416865174,6.053,2.099,,2.11,8.0,Calorimeter Room,3.5243,3.7787,True,0.0,,3.525,3.525,0.0,0.0,,,,3.50271768326252,3.75674204948548,,,2.5054,3.0135,2.5,3.0,Calorimeter Room,Single,R32,"Australia,New Zealand",118359,2024-01-22,,Approved,Reverse Cycle,,Class 4,True,True,,True,True,True,,3.5243,Available,,,http://papamy.panasonic.com.my/,http://www.panasonic.com.au/,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2.5_3.png,AAC3643,,Variable output compressor,Inverter,,,,1.97,,,,,,,,,,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5824,3.7702
